state,company,model,year,original_price,accident_score,repair_cost,km_driven,fuel_type,resale_price
Karnataka,Volkswagen,Virtus,2011,1322000,6,104400,145489,Diesel,137000
Mizoram,Hyundai,i20,2020,808000,10,121100,84748,Petrol,345000
Rajasthan,Tata,Nexon,2015,1276000,9,125700,108873,Diesel,242000
Kerala,Maruti Suzuki,Ertiga,2018,1217000,9,231000,201104,Petrol,277000
Himachal Pradesh,Hyundai,i20,2022,782000,3,18000,63271,Diesel,570000
Goa,MG,Astor,2011,1575000,2,1600,10714,Diesel,371000
Goa,Toyota,Fortuner,2017,3451000,3,42600,18274,Diesel,2288000
Uttar Pradesh,Volkswagen,Taigun,2016,1447000,6,106300,50300,Petrol,497000
Andaman and Nicobar Islands,Tata,Nexon,2019,1241000,5,37700,69431,Diesel,663000
Dadra and Nagar Haveli and Daman and Diu,Maruti Suzuki,Swift,2012,654000,4,47100,114899,Petrol,284000
Lakshadweep,Maruti Suzuki,Ertiga,2015,1193000,9,354100,130746,Diesel,203000
Jammu and Kashmir,Toyota,Innova Crysta,2010,2328000,10,214800,88591,Petrol,710000
Nagaland,Maruti Suzuki,Ertiga,2022,1110000,4,15500,158089,Petrol,664000
Meghalaya,Honda,Elevate,2021,1642000,4,42700,19656,Diesel,1181000
Kerala,Tata,Tiago,2022,668000,6,57400,198489,Petrol,300000
Jharkhand,MG,Hector,2022,2092000,8,192100,236113,Diesel,536000
Assam,Hyundai,i20,2013,828000,9,350600,10224,Petrol,81000
Madhya Pradesh,Tata,Harrier,2022,2130000,6,65600,226324,Petrol,853000
Jharkhand,Hyundai,Venue,2015,1252000,7,76500,189690,Diesel,234000
Himachal Pradesh,Tata,Safari,2017,2393000,6,95700,175178,Diesel,593000
Kerala,Kia,Sonet,2014,1284000,3,5100,38383,Diesel,574000
Assam,Tata,Harrier,2019,2253000,10,154600,62906,Diesel,826000
Chhattisgarh,Mahindra,Scorpio-N,2012,2175000,2,2800,171772,Diesel,598000
Maharashtra,Mahindra,Thar,2022,1528000,1,400,33320,Diesel,1269000
Uttarakhand,Tata,Safari,2016,2195000,9,296800,97073,Petrol,604000
Manipur,Tata,Safari,2023,1919000,5,6300,13758,Diesel,1522000
Gujarat,Hyundai,Venue,2016,991000,2,4500,47180,Petrol,568000
Dadra and Nagar Haveli and Daman and Diu,Maruti Suzuki,Ertiga,2012,1246000,7,91200,164204,Petrol,344000
Maharashtra,Mahindra,Bolero,2021,1059000,9,239100,247633,Diesel,158000
Gujarat,Maruti Suzuki,Ertiga,2023,1124000,3,8600,133699,Diesel,748000
Goa,Honda,Elevate,2017,1556000,2,200,57343,Petrol,975000
Odisha,Hyundai,Verna,2014,1434000,7,173500,210750,Diesel,160000
Mizoram,Hyundai,Verna,2016,1177000,3,34200,101836,Petrol,589000
Chandigarh,Honda,City,2019,1542000,3,48700,21158,Petrol,1016000
Tamil Nadu,Skoda,Slavia,2019,1598000,9,132000,64641,Diesel,595000
Uttarakhand,Skoda,Octavia,2017,3330000,4,36200,155133,Diesel,985000
Assam,Skoda,Octavia,2022,3360000,10,177300,154811,Petrol,1379000
Andaman and Nicobar Islands,Tata,Tiago,2022,742000,3,7800,55521,Petrol,538000
West Bengal,Mahindra,XUV700,2014,2310000,2,700,88820,Diesel,1007000
Puducherry,Toyota,Innova Crysta,2023,2515000,10,408100,8241,Diesel,1556000
Jharkhand,Tata,Nexon,2019,1353000,2,2300,209352,Diesel,553000
Mizoram,Kia,Carens,2019,1394000,1,1400,129006,Diesel,796000
Uttar Pradesh,Maruti Suzuki,Ertiga,2015,1229000,4,8200,186014,Diesel,449000
Telangana,Maruti Suzuki,Dzire,2014,876000,5,37200,86513,Petrol,438000
Manipur,Tata,Harrier,2017,2285000,6,120600,207907,Diesel,461000
Goa,Mahindra,Bolero,2023,913000,8,185400,111737,Diesel,468000
Jammu and Kashmir,Tata,Nexon,2018,1132000,3,39400,110744,Petrol,551000
Madhya Pradesh,Maruti Suzuki,Baleno,2010,731000,6,102200,245656,Petrol,97000
Chandigarh,Skoda,Slavia,2011,1457000,1,2000,183565,Diesel,309000
Andaman and Nicobar Islands,Tata,Safari,2015,2257000,3,22000,95242,Petrol,1011000
Tripura,Maruti Suzuki,Baleno,2022,940000,4,47400,61182,Petrol,709000
Nagaland,Kia,Carens,2022,1198000,1,3900,206214,Petrol,733000
Andhra Pradesh,Mahindra,Scorpio-N,2014,1962000,5,32800,191840,Diesel,431000
Chandigarh,Honda,City,2020,1386000,10,308200,141482,Petrol,407000
Telangana,Skoda,Octavia,2014,3084000,2,3900,83243,Petrol,1240000
Nagaland,Toyota,Innova Crysta,2021,2321000,5,17300,238930,Petrol,1087000
Meghalaya,Maruti Suzuki,Ertiga,2020,1153000,1,4100,41681,Diesel,874000
Uttarakhand,Kia,Sonet,2019,1285000,10,199600,190616,Diesel,239000
Manipur,Skoda,Octavia,2020,3256000,9,257400,98977,Petrol,1308000
Puducherry,Tata,Harrier,2012,1759000,5,41600,199227,Petrol,345000
Sikkim,Hyundai,Creta,2021,1435000,5,32600,233440,Diesel,549000
Odisha,Volkswagen,Taigun,2023,1487000,10,404300,171303,Petrol,470000
Madhya Pradesh,Skoda,Kushaq,2016,1665000,5,32100,143893,Petrol,532000
Jharkhand,Tata,Tiago,2019,619000,8,87500,239053,Petrol,107000
Kerala,Hyundai,Verna,2012,1235000,1,0,87159,Diesel,505000
Karnataka,MG,Hector,2022,1894000,2,1100,209407,Diesel,961000
Uttar Pradesh,Kia,Sonet,2010,1158000,4,29500,144927,Petrol,392000
Ladakh,Mahindra,Thar,2020,1685000,4,19800,197309,Diesel,686000
Gujarat,Kia,Carens,2012,1437000,1,2400,22114,Diesel,598000
Ladakh,MG,Astor,2020,1372000,6,178500,40072,Diesel,655000
Karnataka,Kia,Seltos,2021,1470000,4,6400,39394,Petrol,1046000
Assam,Kia,Carens,2018,1297000,1,4900,168351,Petrol,693000
Arunachal Pradesh,Maruti Suzuki,Swift,2016,683000,9,232500,37399,Petrol,204000
Maharashtra,Maruti Suzuki,Dzire,2011,781000,9,241500,178665,Petrol,77000
Gujarat,Skoda,Octavia,2014,3106000,2,4100,34887,Petrol,1283000
Mizoram,Skoda,Kushaq,2016,1436000,3,7600,82424,Diesel,619000
Dadra and Nagar Haveli and Daman and Diu,Toyota,Fortuner,2020,3403000,2,4700,28331,Diesel,2590000
Goa,Skoda,Kushaq,2011,1601000,5,47200,242182,Petrol,159000
Odisha,Honda,Amaze,2023,779000,1,2400,50797,Petrol,708000
Rajasthan,Kia,Carens,2023,1239000,1,100,203758,Petrol,817000
Karnataka,Toyota,Innova Crysta,2019,2796000,2,3100,75335,Diesel,1923000
Uttar Pradesh,Kia,Sonet,2016,1118000,8,160600,185853,Petrol,219000
Bihar,Tata,Nexon,2019,1170000,10,455700,131530,Diesel,133000
Tripura,Toyota,Urban Cruiser Hyryder,2020,1374000,3,36700,235673,Diesel,604000
Uttarakhand,Volkswagen,Taigun,2020,1304000,1,4300,87375,Petrol,879000
Sikkim,Skoda,Octavia,2019,3169000,7,115200,29967,Diesel,1423000
Tripura,Tata,Nexon,2012,1024000,8,180000,137531,Petrol,127000
Delhi,Toyota,Fortuner,2014,3797000,9,216800,18199,Diesel,1392000
Meghalaya,Hyundai,Verna,2019,1278000,2,4100,122466,Diesel,703000
Delhi,Maruti Suzuki,Swift,2010,680000,9,100100,151048,Petrol,138000
Punjab,Skoda,Octavia,2020,2736000,6,145200,124592,Petrol,1236000
Chandigarh,Toyota,Urban Cruiser Hyryder,2019,1728000,6,168600,129029,Petrol,868000
Manipur,Maruti Suzuki,Dzire,2020,765000,5,40900,214692,Diesel,306000
Assam,Tata,Safari,2021,1963000,7,78000,199644,Diesel,703000
Madhya Pradesh,Hyundai,Verna,2023,1189000,4,27100,209844,Petrol,675000
Assam,MG,Hector,2017,2055000,10,364300,124901,Petrol,260000
Andhra Pradesh,Skoda,Octavia,2016,2594000,10,353200,224890,Petrol,264000
Kerala,Tata,Nexon,2019,1159000,6,182100,163901,Diesel,327000
Meghalaya,Honda,Amaze,2014,1025000,3,14100,123710,Petrol,493000
Jammu and Kashmir,Honda,Elevate,2015,1522000,9,431700,191613,Petrol,158000
Odisha,Toyota,Urban Cruiser Hyryder,2021,1424000,3,38000,175416,Diesel,837000
Tamil Nadu,Skoda,Slavia,2020,1435000,7,190000,191154,Diesel,362000
West Bengal,Maruti Suzuki,Swift,2012,600000,1,1600,18910,Petrol,332000
Karnataka,Honda,Elevate,2023,1388000,5,18400,21261,Petrol,1124000
Andaman and Nicobar Islands,Hyundai,Creta,2018,1609000,4,38500,106944,Diesel,803000
Bihar,Kia,Sonet,2022,1170000,6,194700,184607,Petrol,477000
Mizoram,Mahindra,Bolero,2020,1099000,6,193300,189714,Petrol,369000
Madhya Pradesh,Honda,Amaze,2020,813000,3,16400,24521,Petrol,592000
West Bengal,Honda,Elevate,2012,1394000,5,5400,158088,Diesel,399000
Jharkhand,Maruti Suzuki,Baleno,2019,959000,10,447000,18331,Petrol,303000
Puducherry,Toyota,Fortuner,2015,4341000,4,17000,142729,Petrol,2395000
Karnataka,Kia,Carens,2011,1416000,4,19000,96593,Diesel,428000
Odisha,Mahindra,Bolero,2023,1149000,1,900,202167,Diesel,727000
Meghalaya,Maruti Suzuki,Dzire,2022,772000,7,117300,34720,Diesel,467000
Ladakh,Toyota,Urban Cruiser Hyryder,2017,1745000,1,2400,132612,Petrol,1126000
Goa,Hyundai,Creta,2022,1712000,9,103800,146026,Petrol,772000
Maharashtra,Kia,Seltos,2023,1459000,7,68900,189219,Petrol,691000
Sikkim,Maruti Suzuki,Swift,2012,610000,5,41600,213198,Petrol,164000
Manipur,Honda,Amaze,2020,870000,7,132900,111023,Petrol,400000
Haryana,Skoda,Kushaq,2019,1564000,10,123900,21577,Petrol,608000
Jammu and Kashmir,Hyundai,Venue,2014,1195000,2,2300,164007,Diesel,427000
Arunachal Pradesh,Volkswagen,Taigun,2012,1515000,7,193100,200757,Diesel,158000
Jharkhand,Honda,Elevate,2022,1674000,6,52900,232315,Petrol,699000
Andhra Pradesh,MG,Astor,2011,1416000,4,27500,84872,Petrol,293000
Jammu and Kashmir,Tata,Tiago,2019,588000,5,17700,223824,Petrol,182000
Bihar,Skoda,Slavia,2011,1461000,2,2100,81192,Petrol,443000
Delhi,Toyota,Innova Crysta,2020,2221000,2,2300,66481,Petrol,1811000
Rajasthan,Volkswagen,Virtus,2020,1328000,10,179900,85130,Diesel,445000
West Bengal,Tata,Nexon,2022,1133000,7,122500,63071,Diesel,630000
Sikkim,Volkswagen,Virtus,2022,1377000,8,194600,85077,Petrol,670000
Goa,Honda,City,2013,1564000,2,600,74005,Petrol,828000
Arunachal Pradesh,MG,Astor,2013,1513000,1,4500,242582,Diesel,172000
Lakshadweep,Volkswagen,Polo,2015,974000,4,43600,107891,Petrol,327000
Jammu and Kashmir,Skoda,Kushaq,2018,1454000,4,45200,7776,Petrol,769000
Himachal Pradesh,Volkswagen,Taigun,2019,1356000,3,36700,177861,Diesel,477000
Delhi,Mahindra,Thar,2013,1487000,4,38900,16221,Diesel,494000
Chandigarh,Maruti Suzuki,Swift,2015,801000,9,400500,32059,Petrol,149000
Mizoram,MG,Hector,2016,1830000,10,442500,100760,Petrol,183000
Tripura,Mahindra,Bolero,2023,956000,8,176400,95448,Petrol,516000
Himachal Pradesh,Volkswagen,Taigun,2018,1378000,5,18900,173683,Petrol,439000
Telangana,MG,Hector,2016,1992000,6,79700,217644,Diesel,203000
Dadra and Nagar Haveli and Daman and Diu,Mahindra,XUV700,2016,2193000,4,7800,10884,Petrol,1121000
Karnataka,Tata,Nexon,2012,1341000,3,21900,19656,Petrol,484000
Uttar Pradesh,MG,Hector,2021,2116000,5,10600,178472,Petrol,902000
Dadra and Nagar Haveli and Daman and Diu,Volkswagen,Taigun,2016,1374000,3,43200,162506,Petrol,450000
Jammu and Kashmir,Honda,City,2015,1494000,8,68000,246789,Petrol,248000
Himachal Pradesh,Hyundai,i20,2023,820000,9,409800,243377,Diesel,110000
Gujarat,Tata,Safari,2019,2465000,9,363900,15233,Petrol,998000
Himachal Pradesh,MG,Hector,2022,2126000,7,186800,182880,Diesel,780000
Assam,Skoda,Slavia,2022,1286000,7,141900,131385,Petrol,605000
Mizoram,Volkswagen,Taigun,2011,1685000,10,385100,79256,Diesel,164000
Andhra Pradesh,Maruti Suzuki,Swift,2016,704000,4,25700,176585,Petrol,295000
Jharkhand,Kia,Carens,2014,1436000,9,322100,229127,Diesel,145000
Uttar Pradesh,Mahindra,Bolero,2018,1016000,3,29300,131476,Diesel,451000
Punjab,MG,Astor,2016,1515000,3,48200,197880,Petrol,353000
Andaman and Nicobar Islands,Tata,Nexon,2016,1097000,6,194300,211066,Petrol,158000
Andhra Pradesh,Hyundai,Creta,2019,1487000,2,500,119131,Diesel,820000
Goa,MG,Hector,2016,2028000,9,250200,165947,Petrol,212000
Kerala,Volkswagen,Virtus,2023,1194000,9,249900,177198,Petrol,415000
Jammu and Kashmir,Skoda,Octavia,2012,2759000,1,2900,181691,Petrol,769000
Karnataka,Hyundai,Venue,2015,1192000,7,156300,180547,Petrol,265000
Chhattisgarh,Hyundai,Venue,2018,1175000,10,282500,244864,Diesel,123000
Nagaland,Mahindra,XUV700,2016,2071000,1,2100,155708,Petrol,965000
Gujarat,Skoda,Kushaq,2015,1501000,9,235100,35673,Diesel,229000
Tripura,MG,Astor,2022,1513000,8,170800,94040,Petrol,734000
Mizoram,Hyundai,Verna,2013,1352000,4,25700,182448,Diesel,363000
Ladakh,Skoda,Kushaq,2014,1590000,5,11100,70079,Diesel,463000
Sikkim,Hyundai,Creta,2015,1489000,10,241100,62295,Petrol,416000
Madhya Pradesh,Volkswagen,Polo,2021,819000,5,18600,68453,Petrol,484000
Meghalaya,MG,Astor,2011,1256000,2,4000,36425,Petrol,344000
Lakshadweep,Maruti Suzuki,Ertiga,2015,1057000,10,244000,134064,Diesel,171000
Jammu and Kashmir,Honda,Amaze,2019,825000,1,4300,38618,Petrol,618000
Lakshadweep,Maruti Suzuki,Dzire,2020,774000,3,35000,208398,Petrol,387000
Chandigarh,Toyota,Urban Cruiser Hyryder,2020,1364000,7,76400,60247,Diesel,815000
Mizoram,Tata,Harrier,2017,1842000,6,145900,165716,Petrol,541000
Maharashtra,Kia,Carens,2015,1506000,7,123300,228956,Diesel,176000
Himachal Pradesh,MG,Hector,2021,2079000,4,41400,75765,Diesel,1239000
Madhya Pradesh,Tata,Tiago,2010,645000,7,181000,51296,Petrol,68000
Ladakh,Skoda,Octavia,2017,2834000,5,41800,83652,Petrol,1206000
Karnataka,Maruti Suzuki,Baleno,2017,930000,2,3700,224931,Petrol,398000
Telangana,Skoda,Octavia,2014,3389000,1,3400,95214,Petrol,1448000
Madhya Pradesh,MG,Hector,2014,2173000,6,183800,98089,Diesel,405000
Andaman and Nicobar Islands,Hyundai,Verna,2017,1344000,3,16000,170599,Diesel,527000
Uttar Pradesh,Hyundai,i20,2013,809000,6,126400,87177,Diesel,202000
Uttar Pradesh,Honda,Amaze,2015,976000,10,373100,201056,Petrol,97000
Kerala,Maruti Suzuki,Baleno,2020,908000,2,1700,70967,Petrol,667000
Gujarat,Hyundai,Verna,2010,1319000,7,187400,207095,Petrol,127000
Jharkhand,Hyundai,Verna,2013,1226000,5,34000,198355,Petrol,307000
Karnataka,Maruti Suzuki,Swift,2023,734000,6,174800,244933,Petrol,272000
Lakshadweep,Honda,Elevate,2021,1475000,3,43700,146371,Diesel,864000
West Bengal,Skoda,Octavia,2014,3126000,6,176300,243268,Petrol,322000
Andaman and Nicobar Islands,Honda,Amaze,2012,876000,1,0,84579,Petrol,438000
Dadra and Nagar Haveli and Daman and Diu,Skoda,Kushaq,2017,1584000,8,128500,203042,Petrol,232000
Odisha,MG,Hector,2018,2069000,4,32000,102948,Diesel,787000
Karnataka,Kia,Sonet,2011,1099000,4,38900,115687,Diesel,319000
Lakshadweep,Honda,Amaze,2011,816000,3,24000,52816,Petrol,343000
Andaman and Nicobar Islands,Honda,Elevate,2013,1555000,1,1200,89054,Petrol,873000
Arunachal Pradesh,Tata,Nexon,2012,1122000,8,52200,192484,Petrol,120000
Andhra Pradesh,Volkswagen,Taigun,2014,1429000,8,147400,210973,Diesel,146000
Assam,Toyota,Fortuner,2012,4412000,5,30700,19690,Petrol,2257000
Kerala,Mahindra,Scorpio-N,2023,2081000,2,2000,8307,Diesel,1922000
Andaman and Nicobar Islands,Mahindra,Thar,2021,1456000,2,4300,207111,Petrol,763000
Punjab,Toyota,Fortuner,2010,4155000,9,373100,200225,Petrol,930000
Punjab,Mahindra,Scorpio-N,2023,2121000,4,12400,179770,Petrol,1295000
Rajasthan,Maruti Suzuki,Baleno,2019,925000,7,113700,36365,Petrol,545000
Dadra and Nagar Haveli and Daman and Diu,MG,Hector,2011,1827000,3,37800,70201,Petrol,434000
Sikkim,Maruti Suzuki,Swift,2012,670000,9,156300,188848,Petrol,81000
Rajasthan,Skoda,Octavia,2022,3231000,8,100600,238778,Petrol,1079000
Tamil Nadu,Tata,Harrier,2017,2239000,8,196500,190237,Diesel,357000
Delhi,Mahindra,XUV700,2015,2127000,8,122200,196994,Petrol,370000
Jharkhand,Volkswagen,Virtus,2018,1534000,8,50200,101236,Diesel,494000
Arunachal Pradesh,MG,Astor,2013,1516000,2,4400,89068,Diesel,422000
Delhi,Skoda,Kushaq,2015,1551000,6,79000,112427,Petrol,448000
Chhattisgarh,Maruti Suzuki,Baleno,2010,768000,2,4000,57973,Petrol,339000
Tripura,Volkswagen,Polo,2019,933000,1,3000,72092,Petrol,589000
Chhattisgarh,Maruti Suzuki,Baleno,2023,890000,8,65900,25960,Petrol,639000
Uttarakhand,Toyota,Urban Cruiser Hyryder,2019,1388000,9,121300,74681,Petrol,767000
Chhattisgarh,Mahindra,Thar,2013,1409000,7,99700,144371,Petrol,340000
Meghalaya,MG,Hector,2018,1933000,2,4700,113838,Diesel,835000
West Bengal,Hyundai,Creta,2018,1632000,9,277000,110265,Petrol,540000
Andaman and Nicobar Islands,Toyota,Innova Crysta,2015,2538000,6,158100,226473,Diesel,706000
Rajasthan,MG,Hector,2013,1936000,9,490400,103320,Diesel,191000
Andaman and Nicobar Islands,Volkswagen,Virtus,2010,1190000,10,108500,79575,Petrol,125000
Punjab,Maruti Suzuki,Dzire,2013,916000,6,55700,229321,Diesel,164000
Jammu and Kashmir,Skoda,Octavia,2012,3383000,1,3800,29716,Diesel,1052000
Mizoram,Toyota,Urban Cruiser Hyryder,2014,1480000,5,11000,217618,Diesel,475000
Maharashtra,Hyundai,Venue,2012,1197000,10,150000,132998,Diesel,127000
Tripura,Hyundai,i20,2015,1014000,7,159200,96207,Petrol,352000
Manipur,MG,Hector,2020,1976000,1,2500,105266,Petrol,1140000
Jharkhand,Toyota,Urban Cruiser Hyryder,2012,1695000,7,166800,18243,Petrol,681000
Odisha,Kia,Seltos,2011,1423000,10,490800,129742,Petrol,143000
Mizoram,Hyundai,Verna,2022,1301000,3,13800,187942,Diesel,730000
Delhi,Kia,Carens,2018,1430000,9,229100,166479,Petrol,342000
West Bengal,Toyota,Urban Cruiser Hyryder,2011,1804000,7,161000,34499,Diesel,566000
Rajasthan,Toyota,Urban Cruiser Hyryder,2022,1675000,3,27900,84906,Diesel,1266000
Andaman and Nicobar Islands,Maruti Suzuki,Baleno,2015,773000,2,900,45892,Petrol,456000
Jharkhand,Honda,City,2022,1334000,5,34500,34170,Diesel,940000
Maharashtra,Skoda,Kushaq,2018,1367000,5,41000,201701,Diesel,333000
Jharkhand,Maruti Suzuki,Ertiga,2020,1127000,1,2100,143097,Petrol,710000
Madhya Pradesh,MG,Astor,2020,1212000,2,3200,7184,Diesel,776000
Telangana,Hyundai,i20,2020,844000,4,29900,106324,Petrol,517000
Delhi,MG,Hector,2018,1721000,9,473500,125058,Petrol,218000
Ladakh,Honda,Amaze,2021,897000,1,2800,46157,Petrol,723000
Punjab,Mahindra,Scorpio-N,2020,2078000,7,57700,72549,Diesel,1050000
Sikkim,Kia,Carens,2021,1248000,9,455500,105193,Petrol,415000
Jharkhand,Kia,Sonet,2015,1348000,9,169100,122747,Petrol,357000
Lakshadweep,Mahindra,XUV700,2021,1980000,9,170900,240573,Diesel,483000
Jharkhand,MG,Hector,2018,1796000,2,1500,144712,Diesel,704000
Jharkhand,Maruti Suzuki,Dzire,2016,891000,5,34000,112807,Diesel,380000
Madhya Pradesh,Hyundai,Creta,2022,1358000,10,239900,165427,Petrol,483000
Manipur,Maruti Suzuki,Dzire,2022,699000,3,37900,129938,Diesel,458000
Telangana,Tata,Safari,2012,2194000,4,19800,47935,Petrol,737000
Andhra Pradesh,Honda,Amaze,2020,825000,4,9300,58171,Petrol,593000
Andaman and Nicobar Islands,MG,Astor,2023,1479000,4,33000,124942,Diesel,975000
Tripura,Toyota,Innova Crysta,2021,2584000,10,381100,154929,Petrol,1032000
Andaman and Nicobar Islands,Volkswagen,Taigun,2013,1670000,9,307400,140974,Petrol,168000
Ladakh,Maruti Suzuki,Baleno,2016,797000,5,23700,236839,Petrol,241000
Odisha,MG,Hector,2012,2008000,8,73700,126524,Petrol,232000
Lakshadweep,Tata,Safari,2017,2143000,3,34700,11530,Petrol,1209000
Goa,Honda,Amaze,2021,952000,3,13100,213794,Petrol,468000
Andaman and Nicobar Islands,Toyota,Fortuner,2016,4029000,9,420900,195545,Petrol,1177000
Tripura,Maruti Suzuki,Baleno,2019,955000,3,15600,233407,Petrol,407000
Bihar,Kia,Sonet,2022,1131000,5,46100,121983,Petrol,664000
Himachal Pradesh,Mahindra,Thar,2014,1659000,8,180400,8200,Diesel,382000
Andhra Pradesh,MG,Astor,2019,1290000,8,168900,177876,Diesel,203000
Andhra Pradesh,Mahindra,Scorpio-N,2018,1968000,4,8200,219989,Petrol,667000
Tamil Nadu,Maruti Suzuki,Baleno,2020,940000,10,256500,156543,Petrol,273000
Bihar,Hyundai,Verna,2012,1493000,5,45000,181184,Petrol,420000
Telangana,Maruti Suzuki,Swift,2015,756000,7,67700,101618,Petrol,327000
Chhattisgarh,Honda,Amaze,2021,801000,5,26600,230288,Petrol,343000
Maharashtra,MG,Hector,2021,1677000,9,146000,169882,Diesel,473000
Odisha,Kia,Carens,2014,1546000,10,426800,142728,Diesel,161000
Delhi,Skoda,Octavia,2017,3119000,3,44900,216807,Petrol,893000
Madhya Pradesh,Maruti Suzuki,Swift,2020,600000,2,1700,213858,Petrol,314000
Sikkim,Toyota,Urban Cruiser Hyryder,2013,1747000,4,23500,7961,Diesel,876000
Punjab,Honda,Elevate,2022,1522000,2,2700,6607,Diesel,1278000
Arunachal Pradesh,Tata,Tiago,2015,617000,8,174400,246770,Petrol,63000
Dadra and Nagar Haveli and Daman and Diu,Tata,Safari,2018,2459000,6,171200,239862,Diesel,453000
Bihar,Skoda,Slavia,2020,1427000,9,381000,87707,Petrol,431000
Sikkim,Toyota,Fortuner,2014,4564000,1,2800,225394,Diesel,1896000
Karnataka,MG,Astor,2011,1269000,5,25600,231648,Petrol,124000
Goa,Volkswagen,Taigun,2023,1442000,4,39400,84332,Diesel,990000
Telangana,Maruti Suzuki,Baleno,2017,955000,1,4000,137643,Petrol,551000
Dadra and Nagar Haveli and Daman and Diu,Skoda,Slavia,2012,1516000,2,4200,206714,Petrol,311000
Assam,Volkswagen,Virtus,2018,1490000,1,2500,35365,Petrol,919000
Goa,Toyota,Innova Crysta,2011,2792000,5,6500,141466,Diesel,1118000
Maharashtra,Toyota,Fortuner,2014,3631000,6,165600,144532,Petrol,1598000
Karnataka,Honda,City,2019,1196000,9,153700,151702,Petrol,405000
Puducherry,Toyota,Innova Crysta,2021,2231000,5,42600,215764,Petrol,1071000
Punjab,MG,Astor,2010,1417000,1,3900,39098,Petrol,362000
Bihar,Hyundai,Verna,2021,1258000,10,430000,161269,Diesel,269000
Punjab,Toyota,Fortuner,2020,4255000,9,141200,217153,Diesel,1423000
Goa,Volkswagen,Taigun,2020,1480000,8,173400,173930,Petrol,436000
Jharkhand,MG,Astor,2016,1573000,6,135100,53064,Diesel,413000
Chhattisgarh,Volkswagen,Taigun,2017,1433000,3,23500,226712,Diesel,324000
Himachal Pradesh,Skoda,Kushaq,2021,1458000,2,2700,213865,Petrol,716000
Lakshadweep,Volkswagen,Virtus,2013,1438000,4,40900,167758,Petrol,337000
Tripura,Hyundai,Venue,2021,1004000,7,164100,159919,Diesel,381000
Meghalaya,Tata,Nexon,2021,1286000,8,80000,155520,Diesel,486000
Gujarat,Volkswagen,Taigun,2016,1414000,10,157000,23247,Diesel,264000
Bihar,Hyundai,Creta,2019,1643000,1,1200,241783,Petrol,729000
Odisha,Kia,Carens,2013,1433000,6,128600,58912,Diesel,418000
West Bengal,Toyota,Fortuner,2019,4099000,7,83400,138804,Diesel,1883000
Puducherry,Maruti Suzuki,Swift,2023,743000,2,2300,99173,Petrol,571000
Uttar Pradesh,Toyota,Urban Cruiser Hyryder,2016,1544000,9,210700,119082,Petrol,607000
Madhya Pradesh,Skoda,Slavia,2015,1544000,7,90400,225191,Diesel,162000
Himachal Pradesh,Tata,Nexon,2010,1046000,8,164500,42747,Petrol,109000
Uttarakhand,Volkswagen,Polo,2016,928000,3,34800,168380,Petrol,291000
Andaman and Nicobar Islands,Kia,Sonet,2016,1101000,1,4700,163485,Diesel,492000
Meghalaya,Skoda,Slavia,2018,1363000,6,58800,156087,Petrol,433000
Telangana,Hyundai,Verna,2011,1480000,9,493500,42247,Diesel,147000
Goa,Skoda,Octavia,2017,2630000,2,4400,170324,Diesel,905000
Sikkim,Skoda,Kushaq,2018,1486000,8,136900,242516,Diesel,146000
Odisha,Honda,City,2019,1205000,5,41900,201457,Diesel,426000
Dadra and Nagar Haveli and Daman and Diu,MG,Hector,2020,1942000,10,114300,81481,Diesel,658000
Himachal Pradesh,Skoda,Kushaq,2014,1658000,3,45400,71073,Diesel,528000
Mizoram,Maruti Suzuki,Swift,2019,722000,3,48200,198715,Petrol,333000
